job_id,resume_id,rank,similarity_score,skill_match_percent,missing_skills
job_12,13405733.pdf,5,0.102840794553284,50.0,"['machine learning', 'data analysis', 'scala', 'java']"
job_13,18159866.pdf,1,0.2772564089865519,35.0,"['unit testing', 'angular', 'git', 'version control', 'javascript', 'html', 'java', 'cybersecurity', 'jenkins', 'express', 'bootstrap', 'machine learning', 'agile']"
job_13,13405733.pdf,2,0.2243314420719652,45.0,"['unit testing', 'angular', 'version control', 'javascript', 'html', 'java', 'scala', 'express', 'bootstrap', 'jenkins', 'machine learning']"
job_13,16899268.pdf,3,0.1950907429778347,20.0,"['unit testing', 'rag', 'angular', 'git', 'version control', 'javascript', 'html', 'java', 'cybersecurity', 'machine learning', 'scala', 'express', 'bootstrap', 'excel', 'jenkins', 'agile']"
job_13,17681064.pdf,4,0.1887025797417583,20.0,"['unit testing', 'rag', 'angular', 'git', 'version control', 'javascript', 'html', 'java', 'cybersecurity', 'machine learning', 'scala', 'express', 'bootstrap', 'excel', 'jenkins', 'agile']"
job_13,15297298.pdf,5,0.1845093771501991,25.0,"['unit testing', 'rag', 'angular', 'git', 'version control', 'javascript', 'html', 'java', 'cybersecurity', 'scala', 'express', 'bootstrap', 'jenkins', 'machine learning', 'agile']"
job_14,17641670.pdf,1,0.1490822876364429,41.67,"['database', 'aws', 'javascript', 'authorization', 'java', 'azure', 'agile']"
job_14,18159866.pdf,2,0.1123449864165006,33.33,"['database', 'aws', 'javascript', 'html', 'authorization', 'java', 'azure', 'agile']"
job_14,16186411.pdf,3,0.1070908676022366,83.33,"['aws', 'azure']"
job_14,12763627.pdf,4,0.106147916128958,58.33,"['aws', 'go', 'authorization', 'azure', 'agile']"
job_14,13405733.pdf,5,0.1003956202410378,50.0,"['aws', 'javascript', 'html', 'authorization', 'java', 'azure']"
job_15,13405733.pdf,1,0.1464696182397132,41.18,"['angular', 'vue', 'version control', 'javascript', 'html', 'java', 'jenkins', 'react', 'elt', 'css']"
job_15,16899268.pdf,2,0.1380808201655124,17.65,"['rag', 'angular', 'vue', 'git', 'version control', 'javascript', 'html', 'java', 'jenkins', 'excel', 'react', 'elt', 'agile', 'css']"
job_15,18159866.pdf,3,0.1241851006332505,29.41,"['angular', 'vue', 'git', 'version control', 'javascript', 'html', 'java', 'jenkins', 'react', 'elt', 'agile', 'css']"
job_15,17681064.pdf,4,0.1145540421882859,17.65,"['rag', 'angular', 'vue', 'git', 'version control', 'javascript', 'html', 'java', 'jenkins', 'excel', 'react', 'elt', 'agile', 'css']"
job_15,12763627.pdf,5,0.1039477013823838,41.18,"['rag', 'angular', 'vue', 'version control', 'jenkins', 'excel', 'react', 'elt', 'agile', 'css']"
job_16,16186411.pdf,1,0.1360272243491569,91.67,['php']
job_16,18159866.pdf,2,0.1338001246031529,33.33,"['database', 'javascript', 'html', 'sql', 'java', 'php', 'bootstrap', 'mysql']"
job_16,13405733.pdf,3,0.1247770756676384,50.0,"['javascript', 'html', 'php', 'java', 'bootstrap', 'mysql']"
job_16,16899268.pdf,4,0.1191620573239874,33.33,"['database', 'javascript', 'html', 'sql', 'java', 'php', 'bootstrap', 'mysql']"
job_16,14789139.pdf,5,0.1189264154689679,50.0,"['javascript', 'html', 'php', 'java', 'bootstrap', 'mysql']"
job_17,18159866.pdf,1,0.0611721075226102,80.0,['database']
job_17,13385306.pdf,2,0.0602820225355369,100.0,[]
job_17,13405733.pdf,3,0.0576070372633848,100.0,[]
job_17,15651486.pdf,4,0.0542790192254474,100.0,[]
job_17,12635195.pdf,5,0.0536933115903187,80.0,['database']
job_18,13385306.pdf,1,0.253478891153548,63.64,"['excel', 'rag', 'performance optimization', 'monitoring']"
job_18,18159866.pdf,2,0.2494434332279117,54.55,"['database', 'monitoring', 'sql', 'performance optimization', 'sql server']"
job_18,13405733.pdf,3,0.2301312391808962,72.73,"['sql server', 'performance optimization', 'monitoring']"
job_18,18067556.pdf,4,0.2059401654842036,72.73,"['sql server', 'performance optimization', 'monitoring']"
job_18,17641670.pdf,5,0.2051157019455855,45.45,"['database', 'monitoring', 'oracle', 'sql', 'performance optimization', 'sql server']"
job_20,18159866.pdf,1,0.1615016849384872,17.86,"['database', 'aws', 'bash', 'monitoring', 'git', 'terraform', 'java', 'postgresql', 'linux', 'redshift', 'gitlab', 'ux', 'kubernetes', 'kafka', 'bigquery', 'gcp', 'jenkins', 'ansible', 'elasticsearch', 'scalability', 'sql', 'mongodb', 'python']"
job_20,17641670.pdf,2,0.1421067615841394,17.86,"['database', 'aws', 'bash', 'monitoring', 'git', 'terraform', 'java', 'postgresql', 'linux', 'redshift', 'gitlab', 'ux', 'kubernetes', 'kafka', 'bigquery', 'gcp', 'jenkins', 'ansible', 'elasticsearch', 'scalability', 'sql', 'mongodb', 'python']"
job_20,18067556.pdf,3,0.139938123042226,42.86,"['gcp', 'ansible', 'elasticsearch', 'monitoring', 'bash', 'git', 'terraform', 'java', 'postgresql', 'mongodb', 'redshift', 'kafka', 'gitlab', 'bigquery', 'jenkins', 'kubernetes']"
job_20,17111768.pdf,4,0.1370686840243708,28.57,"['aws', 'monitoring', 'bash', 'git', 'terraform', 'java', 'postgresql', 'redshift', 'gitlab', 'kubernetes', 'kafka', 'bigquery', 'gcp', 'scala', 'jenkins', 'ansible', 'elasticsearch', 'scalability', 'mongodb', 'python']"
job_20,15802627.pdf,5,0.1300188274549317,21.43,"['aws', 'monitoring', 'bash', 'git', 'terraform', 'java', 'postgresql', 'linux', 'redshift', 'gitlab', 'ux', 'kubernetes', 'kafka', 'bigquery', 'gcp', 'jenkins', 'ansible', 'elasticsearch', 'scalability', 'sql', 'mongodb', 'python']"
job_21,13385306.pdf,1,0.1209397617944892,60.0,"['rag', 'linux', 'scala', 'ux']"
job_21,16186411.pdf,2,0.1196243550135268,50.0,"['rag', 'oracle', 'linux', 'scala', 'ux']"
job_21,18067556.pdf,3,0.1160763730228274,100.0,[]
job_21,18159866.pdf,4,0.1154774860669513,60.0,"['database', 'linux', 'sql', 'ux']"
job_21,13836471.pdf,5,0.1114731009011642,60.0,"['scala', 'linux', 'oracle', 'ux']"
job_22,16899268.pdf,1,0.1082051013793588,40.0,"['database', 'monitoring', 'git', 'javascript', 'html', 'java']"
job_22,16186411.pdf,2,0.0896179295352874,90.0,['monitoring']
job_22,12763627.pdf,3,0.0674202195604501,80.0,"['go', 'monitoring']"
job_22,13405733.pdf,4,0.0660869935205125,60.0,"['java', 'javascript', 'html', 'monitoring']"
job_22,18159866.pdf,5,0.0654047239958904,40.0,"['database', 'monitoring', 'git', 'javascript', 'html', 'java']"
job_23,16899268.pdf,1,0.150803016986227,23.53,"['unit testing', 'docker', 'git', 'javascript', 'sql', 'java', 'postgresql', 'flask', 'linux', 'scrum', 'ux', 'python', 'agile']"
job_23,18159866.pdf,2,0.1430490417017324,23.53,"['unit testing', 'docker', 'git', 'javascript', 'sql', 'java', 'postgresql', 'flask', 'linux', 'scrum', 'ux', 'python', 'agile']"
job_23,13405733.pdf,3,0.1223791903043375,47.06,"['unit testing', 'docker', 'javascript', 'java', 'postgresql', 'flask', 'linux', 'scrum', 'ux']"
job_23,16186411.pdf,4,0.119484909466948,58.82,"['unit testing', 'docker', 'postgresql', 'flask', 'linux', 'ux', 'python']"
job_23,17641670.pdf,5,0.1171663414765318,23.53,"['unit testing', 'docker', 'git', 'javascript', 'sql', 'java', 'postgresql', 'flask', 'linux', 'scrum', 'ux', 'python', 'agile']"
job_24,17641670.pdf,1,0.3400998164471461,55.56,"['database', 'sql server', 'sql', 'express']"
job_24,13836471.pdf,2,0.2742442723057233,66.67,"['excel', 'go', 'express']"
job_24,13477922.pdf,3,0.2691949529233599,33.33,"['database', 'go', 'sql', 'express', 'excel', 'sql server']"
job_24,16533554.pdf,4,0.2580499225703423,44.44,"['database', 'sql', 'express', 'excel', 'sql server']"
job_24,15802627.pdf,5,0.2570860346018052,55.56,"['excel', 'sql server', 'sql', 'express']"
job_25,16899268.pdf,1,0.0897533845530145,57.14,"['python', 'html', 'php']"
job_25,12763627.pdf,2,0.081454085295196,57.14,"['python', 'go', 'php']"
job_25,16186411.pdf,3,0.0728872415667007,71.43,"['python', 'php']"
job_25,12635195.pdf,4,0.0684931014266006,71.43,"['html', 'php']"
job_25,13405733.pdf,5,0.0656216068239256,71.43,"['html', 'php']"
